wandb_id,model_name,tinyface/test/rank@1,tinyface/test/rank@2,tinyface/test/rank@3,tinyface/test/rank@4,tinyface/test/rank@5,tinyface/test/rank@6,tinyface/test/rank@7,tinyface/test/rank@8,tinyface/test/rank@9,tinyface/test/rank@10,tinyface/test/auc,tinyface/test/mAP,tinyface/test/eer,tinyface/test/tpr_at_fpr_1pct,tinyface/test/tpr_at_fpr_5pct
teacher,cvlface_vit_base_frozen,0.7159334763948498,0.740343347639485,0.7513412017167382,0.7588519313304721,0.766362660944206,0.7717274678111588,0.7749463519313304,0.7784334763948498,0.7816523605150214,0.7840665236051502,0.8977394521918085,0.6637162904161921,0.18037046990441052,0.6532336691582711,0.7318004549886253
teacher,cvlface_vit_base_finetuned,0.7808476394849786,0.8023068669527897,0.8127682403433476,0.8200107296137339,0.8256437768240343,0.8315450643776824,0.8369098712446352,0.8398605150214592,0.8436158798283262,0.846030042918455,0.9398570577225965,0.7442157136796427,0.12603415487315842,0.7510562235944102,0.8280792980175495
