wandb_id,model_name,tinyface/test/rank@1,tinyface/test/rank@2,tinyface/test/rank@3,tinyface/test/rank@4,tinyface/test/rank@5,tinyface/test/rank@6,tinyface/test/rank@7,tinyface/test/rank@8,tinyface/test/rank@9,tinyface/test/rank@10,tinyface/test/auc,tinyface/test/mAP,tinyface/test/eer,tinyface/test/tpr_at_fpr_1pct,tinyface/test/tpr_at_fpr_5pct
f0frj93y,swin_tiny_patch4_window7_224.ms_in1k,0.5616952776908875,0.6153433322906494,0.6445815563201904,0.6636266112327576,0.6805257797241211,0.6966201663017273,0.7057403326034546,0.7119098901748657,0.7183476686477661,0.7266631126403809,0.9721060991287231,0.6190845370292664,0.07966811209917068,0.7934549450874329,0.892435610294342
ymm0k0ub,swin_small_patch4_window7_224.ms_in1k,0.5544527769088745,0.6131974458694458,0.6392167210578918,0.658261775970459,0.6751609444618225,0.6866952776908875,0.6966201663017273,0.7054721117019653,0.7111051678657532,0.7180793881416321,0.9678167700767517,0.6129770278930664,0.08825305849313736,0.7854077219963074,0.8814377784729004
ci53ufy8,swin_base_patch4_window7_224.ms_in1k,0.5359442234039307,0.5906652212142944,0.6199034452438354,0.6359978318214417,0.6553111672401428,0.6668455004692078,0.6805257797241211,0.6875,0.6995708346366882,0.7065450549125671,0.9586002826690674,0.5938996076583862,0.1016620472073555,0.7679721117019653,0.8613197207450867
cocm8b7d,deit3_small_patch16_224.fb_in1k,0.5273604989051819,0.5834227204322815,0.6062231659889221,0.6233905553817749,0.6397532224655151,0.6531652212142944,0.6633583903312683,0.6740880012512207,0.6810622215270996,0.6883047223091125,0.9605767130851746,0.583884060382843,0.09549335390329361,0.7494634985923767,0.8629291653633118
dpwn5kb1,deit3_medium_patch16_224.fb_in1k,0.533261775970459,0.5834227204322815,0.6097102761268616,0.6333154439926147,0.6483368873596191,0.6606759428977966,0.6732832789421082,0.6864270567893982,0.6928648352622986,0.6982296109199524,0.9576991200447083,0.5890329480171204,0.10518009215593338,0.758583664894104,0.8597102761268616
2ljjzfzb,deit3_base_patch16_224.fb_in1k,0.5496244430541992,0.5997853875160217,0.6306330561637878,0.6510193347930908,0.6638948321342468,0.6775751113891602,0.6866952776908875,0.6942059993743896,0.7017167210578918,0.7100321650505066,0.9699663519859314,0.6055833697319031,0.08369318395853043,0.7725321650505066,0.8902897238731384
p09btsx3,swin_tiny_patch4_window7_224.ms_in1k,0.533530056476593,0.5861051678657532,0.6142703890800476,0.6354613900184631,0.6550429463386536,0.6695278882980347,0.6821351647377014,0.6923283338546753,0.7017167210578918,0.7073497772216797,0.9683087468147278,0.5921682715415955,0.08764179050922394,0.770117998123169,0.8803648352622986
rbeovm8i,swin_small_patch4_window7_224.ms_in1k,0.5391631126403809,0.5987124443054199,0.6252682209014893,0.6464592218399048,0.6655042767524719,0.6791845560073853,0.6904506683349609,0.7001072764396667,0.7100321650505066,0.7178111672401428,0.9670530557632446,0.6002287268638611,0.08959174901247025,0.7824570536613464,0.8800965547561646
xd7hukv3,swin_base_patch4_window7_224.ms_in1k,0.5260193347930908,0.5796673893928528,0.607564389705658,0.629291832447052,0.6504828333854675,0.6649678349494934,0.6770386099815369,0.6864270567893982,0.6976931095123291,0.7060086131095886,0.965244710445404,0.5860216021537781,0.09147006273269653,0.7725321650505066,0.8712446093559265
rdsdt7xb,deit3_small_patch16_224.fb_in1k,0.5515021681785583,0.6035407781600952,0.6333154439926147,0.6547746658325195,0.6724785566329956,0.6866952776908875,0.6958154439926147,0.7052038908004761,0.7145922780036926,0.720761775970459,0.9713816046714783,0.6091638803482056,0.08181330561637878,0.7821888327598572,0.8900214433670044
k102lp3v,deit3_medium_patch16_224.fb_in1k,0.5702789425849915,0.6199034452438354,0.6469957232475281,0.6695278882980347,0.6880365014076233,0.696083664894104,0.7060086131095886,0.7156652212142944,0.7247853875160217,0.7306867241859436,0.9716017842292786,0.6251857280731201,0.08261802792549133,0.7918455004692078,0.8916308879852295
vimriwcl,deit3_base_patch16_224.fb_in1k,0.5834227204322815,0.6376072764396667,0.6652360558509827,0.6840128898620605,0.6995708346366882,0.7086910009384155,0.7162017226219177,0.7261266112327576,0.7341738343238831,0.741148054599762,0.9734491109848022,0.6389501094818115,0.07786919176578522,0.8023068904876709,0.9012875556945801
