wandb_id,model_name,tinyface/test/rank@1,tinyface/test/rank@2,tinyface/test/rank@3,tinyface/test/rank@4,tinyface/test/rank@5,tinyface/test/rank@6,tinyface/test/rank@7,tinyface/test/rank@8,tinyface/test/rank@9,tinyface/test/rank@10,tinyface/test/auc,tinyface/test/mAP,tinyface/test/eer,tinyface/test/tpr_at_fpr_1pct,tinyface/test/tpr_at_fpr_5pct
3gq0pe9h,swin_tiny_patch4_window7_224.ms_in1k,0.5705472230911255,0.6215128898620605,0.649678111076355,0.667382001876831,0.6858905553817749,0.6974248886108398,0.704935610294342,0.7135193347930908,0.7194206118583679,0.7250536680221558,0.9723637104034424,0.625226616859436,0.0769098773598671,0.7915772795677185,0.8991416096687317
nr3zjr55,swin_tiny_patch4_window7_224.ms_in1k,0.5622317790985107,0.6134656667709351,0.6392167210578918,0.6612124443054199,0.6770386099815369,0.6880365014076233,0.7009119987487793,0.7094957232475281,0.7191523313522339,0.7261266112327576,0.9729076623916626,0.6182897090911865,0.07952553033828735,0.7918455004692078,0.8975321650505066
lvkbtfaf,swin_tiny_patch4_window7_224.ms_in1k,0.567060112953186,0.6185622215270996,0.6483368873596191,0.6679184436798096,0.6840128898620605,0.6928648352622986,0.7011802792549133,0.7111051678657532,0.7196888327598572,0.729613721370697,0.9691994190216064,0.6229228377342224,0.08369182050228119,0.7888948321342468,0.892435610294342
it6aidvb,swin_tiny_patch4_window7_224.ms_in1k,0.5649141669273376,0.6182940006256104,0.6443132758140564,0.6652360558509827,0.6783798336982727,0.6901823878288269,0.7025214433670044,0.7127146124839783,0.721030056476593,0.729613721370697,0.9682760834693909,0.6208826899528503,0.08770289272069931,0.7837982773780823,0.8825107216835022
qtgsq08g,swin_tiny_patch4_window7_224.ms_in1k,0.5651823878288269,0.616416335105896,0.6427038908004761,0.6609442234039307,0.6756974458694458,0.6891094446182251,0.6998390555381775,0.7094957232475281,0.7170064449310303,0.7226395010948181,0.9679962992668152,0.6197357177734375,0.08583680540323257,0.7851395010948181,0.88814377784729
y5jnqnsw,swin_tiny_patch4_window7_224.ms_in1k,0.5673283338546753,0.6252682209014893,0.6537017226219177,0.6711373329162598,0.6875,0.6968883872032166,0.7073497772216797,0.7162017226219177,0.7242489457130432,0.729882001876831,0.971940279006958,0.6252126097679138,0.08261792361736298,0.7915772795677185,0.8902897238731384
4uwgz0ln,deit3_base_patch16_224.fb_in1k,0.5724248886108398,0.6287553906440735,0.6561158895492554,0.6735514998435974,0.6891094446182251,0.7014485001564026,0.7116416096687317,0.7234442234039307,0.7306867241859436,0.73685622215271,0.9662249088287354,0.6293543577194214,0.08610525727272034,0.7872853875160217,0.8827789425849915
j8e97e1o,deit3_base_patch16_224.fb_in1k,0.5933476686477661,0.6400214433670044,0.6703326106071472,0.6904506683349609,0.7038626670837402,0.7145922780036926,0.7237124443054199,0.7333691120147705,0.7406116127967834,0.7459763884544373,0.9743330478668213,0.6461483836174011,0.07538733631372452,0.8103540539741516,0.8994098901748657
733slwmw,deit3_base_patch16_224.fb_in1k,0.578594446182251,0.6330472230911255,0.6590664982795715,0.682939887046814,0.6968883872032166,0.7105686664581299,0.7194206118583679,0.7285407781600952,0.7344420552253723,0.7406116127967834,0.9745187759399414,0.6353299617767334,0.07725384831428528,0.8041845560073853,0.8978004455566406
ke5n9fpd,deit3_base_patch16_224.fb_in1k,0.5753755569458008,0.625,0.6547746658325195,0.6778433322906494,0.6934012770652771,0.7043991684913635,0.7140557765960693,0.7255901098251343,0.7352467775344849,0.741148054599762,0.9738199710845947,0.6312435865402222,0.07993552088737488,0.7998927235603333,0.9002146124839783
nkj1775d,deit3_base_patch16_224.fb_in1k,0.5807403326034546,0.633851945400238,0.6596029996871948,0.6802574992179871,0.6958154439926147,0.7113733887672424,0.7226395010948181,0.729613721370697,0.7357832789421082,0.7419527769088745,0.9730550050735474,0.6365090608596802,0.0796675905585289,0.803648054599762,0.8956544995307922
0hodmg2y,deit3_base_patch16_224.fb_in1k,0.5759119987487793,0.6284871101379395,0.6563841104507446,0.6765021681785583,0.691791832447052,0.7033261656761169,0.7132510542869568,0.7231759428977966,0.7320278882980347,0.7416845560073853,0.9728710651397705,0.6319085359573364,0.08231490105390549,0.7998927235603333,0.8929721117019653
qbxp3dql,deit3_base_patch16_224.fb_in1k,0.5726931095123291,0.6268776655197144,0.658261775970459,0.678916335105896,0.691791832447052,0.703594446182251,0.7111051678657532,0.7221029996871948,0.7301502227783203,0.7365880012512207,0.9734847545623779,0.6301345229148865,0.07993562519550323,0.7988197207450867,0.8972639441490173
csbzjwt6,deit3_base_patch16_224.fb_in1k,0.5836910009384155,0.6359978318214417,0.6646995544433594,0.6818669438362122,0.6987661123275757,0.7132510542869568,0.7202253341674805,0.7309549450874329,0.7357832789421082,0.7424892783164978,0.9734635949134827,0.6387657523155212,0.0810520350933075,0.79935622215271,0.8916308879852295
l9dfl98a,deit3_base_patch16_224.fb_in1k,0.4163089990615845,0.46512874960899353,0.48953863978385925,0.5080472230911255,0.5222639441490173,0.5356759428977966,0.5482832789421082,0.5547210574150085,0.5635729432106018,0.5708154439926147,0.926151692867279,0.47006821632385254,0.14833691716194153,0.6043455004692078,0.7575107216835022
obc9cvpu,deit3_base_patch16_224.fb_in1k,0.5858368873596191,0.63814377784729,0.6644313335418701,0.6791845560073853,0.6974248886108398,0.709227442741394,0.720761775970459,0.7301502227783203,0.7352467775344849,0.7422210574150085,0.9743928909301758,0.6402561068534851,0.0768110603094101,0.808208167552948,0.9031652212142944
sc1im6mh,deit3_base_patch16_224.fb_in1k,0.5729613900184631,0.629291832447052,0.6606759428977966,0.682939887046814,0.6974248886108398,0.707886278629303,0.7170064449310303,0.725321888923645,0.7333691120147705,0.7398068904876709,0.9743138551712036,0.6317230463027954,0.07912703603506088,0.8055257797241211,0.8969957232475281
wf5djsia,deit3_base_patch16_224.fb_in1k,0.5724248886108398,0.6266094446182251,0.6518240571022034,0.6727467775344849,0.6872317790985107,0.6990343332290649,0.7086910009384155,0.716469943523407,0.7237124443054199,0.7301502227783203,0.9735727906227112,0.6281906962394714,0.07993531227111816,0.7902360558509827,0.8929721117019653
mmywymd2,deit3_base_patch16_224.fb_in1k,0.57564377784729,0.6290236115455627,0.6593347787857056,0.6770386099815369,0.692060112953186,0.704935610294342,0.7153970003128052,0.725321888923645,0.7306867241859436,0.7365880012512207,0.9724071025848389,0.6319880485534668,0.08221723139286041,0.795064389705658,0.8945815563201904
rqmojnr5,deit3_base_patch16_224.fb_in1k,0.5802038908004761,0.6351931095123291,0.6638948321342468,0.6794527769088745,0.6966201663017273,0.709227442741394,0.7196888327598572,0.7277360558509827,0.7371244430541992,0.7443669438362122,0.9725412726402283,0.6367250084877014,0.0799349918961525,0.8012338876724243,0.895386278629303
4w0obh1y,deit3_base_patch16_224.fb_in1k,0.578594446182251,0.6271459460258484,0.6620171666145325,0.6810622215270996,0.6925965547561646,0.704935610294342,0.7137875556945801,0.721030056476593,0.7266631126403809,0.7355149984359741,0.9723371267318726,0.633346438407898,0.07993645966053009,0.7942596673965454,0.8961910009384155
jewthe02,deit3_base_patch16_224.fb_in1k,0.5812768340110779,0.6368025541305542,0.6646995544433594,0.683208167552948,0.6936695575714111,0.7054721117019653,0.7156652212142944,0.7226395010948181,0.7312231659889221,0.7384656667709351,0.9730695486068726,0.6370506882667542,0.07939966022968292,0.803648054599762,0.8956544995307922
