wandb_id,model_name,tinyface/test/rank@1,tinyface/test/rank@2,tinyface/test/rank@3,tinyface/test/rank@4,tinyface/test/rank@5,tinyface/test/rank@6,tinyface/test/rank@7,tinyface/test/rank@8,tinyface/test/rank@9,tinyface/test/rank@10,tinyface/test/auc,tinyface/test/mAP,tinyface/test/eer,tinyface/test/tpr_at_fpr_1pct,tinyface/test/tpr_at_fpr_5pct
efcezdv2,swin_tiny_patch4_window7_224.ms_in1k,0.5429184436798096,0.6016631126403809,0.6284871101379395,0.6443132758140564,0.6612124443054199,0.6756974458694458,0.6888412237167358,0.6968883872032166,0.704935610294342,0.7148604989051819,0.9679063558578491,0.6021586656570435,0.08702216297388077,0.7784335017204285,0.8798283338546753
vnci86wd,swin_tiny_patch4_window7_224.ms_in1k,0.567060112953186,0.6185622215270996,0.6483368873596191,0.6679184436798096,0.6840128898620605,0.6928648352622986,0.7011802792549133,0.7111051678657532,0.7196888327598572,0.729613721370697,0.9691994190216064,0.6229228377342224,0.08369067311286926,0.7888948321342468,0.892435610294342
nfh0d3da,swin_small_patch4_window7_224.ms_in1k,0.5270922780036926,0.5887875556945801,0.6199034452438354,0.6478004455566406,0.6598712205886841,0.6756974458694458,0.6861587762832642,0.6968883872032166,0.7105686664581299,0.7194206118583679,0.968292772769928,0.5918331742286682,0.08738701790571213,0.7843347787857056,0.8859978318214417
o1amgdw8,swin_small_patch4_window7_224.ms_in1k,0.4087982773780823,0.45118024945259094,0.47773605585098267,0.4962446391582489,0.5096566677093506,0.5244098901748657,0.5348712205886841,0.5466738343238831,0.5549892783164978,0.5627682209014893,0.847400963306427,0.4607700705528259,0.22400157153606415,0.46673819422721863,0.6131974458694458
2vzzetyw,swin_base_patch4_window7_224.ms_in1k,0.5300429463386536,0.5812768340110779,0.6113197207450867,0.6325107216835022,0.6526287794113159,0.667382001876831,0.6791845560073853,0.6880365014076233,0.696351945400238,0.704935610294342,0.9676819443702698,0.5887145400047302,0.0878334641456604,0.7679721117019653,0.8739270567893982
dn3t16sl,swin_base_patch4_window7_224.ms_in1k,0.4973175823688507,0.5555257797241211,0.5920064449310303,0.6174892783164978,0.6327789425849915,0.649678111076355,0.6601395010948181,0.6684549450874329,0.6818669438362122,0.6934012770652771,0.9724338054656982,0.5633044838905334,0.08491582423448563,0.7612661123275757,0.8819742202758789
tu0284v9,swin_tiny_patch4_window7_224.ms_in1k,0.5466738343238831,0.5992489457130432,0.6279506683349609,0.6421673893928528,0.6587982773780823,0.6735514998435974,0.6856223344802856,0.6944742202758789,0.7019850015640259,0.707617998123169,0.9681986570358276,0.6030603647232056,0.08744625002145767,0.7778970003128052,0.883851945400238
nvjb4zbr,swin_tiny_patch4_window7_224.ms_in1k,0.5616952776908875,0.6180257797241211,0.6421673893928528,0.662821888923645,0.6773068904876709,0.692060112953186,0.7038626670837402,0.7129828333854675,0.7188841104507446,0.7271995544433594,0.9713820219039917,0.6189432144165039,0.07832576334476471,0.7880901098251343,0.8956544995307922
ek2ut8eu,swin_small_patch4_window7_224.ms_in1k,0.5356759428977966,0.5853004455566406,0.6153433322906494,0.6365343332290649,0.6558476686477661,0.6687231659889221,0.6826716661453247,0.6939377784729004,0.7011802792549133,0.7081544995307922,0.9681329131126404,0.5938184857368469,0.08798283338546753,0.7781652212142944,0.883583664894104
hcalbado,swin_small_patch4_window7_224.ms_in1k,0.401824027299881,0.4509120285511017,0.47827252745628357,0.5,0.516094446182251,0.528969943523407,0.5396995544433594,0.54935622215271,0.557939887046814,0.5665236115455627,0.8424642086029053,0.4581761658191681,0.23202988505363464,0.46512874960899353,0.607564389705658
7t2r820f,swin_base_patch4_window7_224.ms_in1k,0.5214592218399048,0.5775214433670044,0.6113197207450867,0.6271459460258484,0.6459227204322815,0.6609442234039307,0.6722102761268616,0.6826716661453247,0.6931330561637878,0.7043991684913635,0.9662438631057739,0.5827913284301758,0.09061478078365326,0.7695815563201904,0.8774141669273376
vf34oqq7,swin_base_patch4_window7_224.ms_in1k,0.3615879714488983,0.4122854173183441,0.4401824176311493,0.4586910009384155,0.4726394712924957,0.4865879714488983,0.497854083776474,0.5091201663017273,0.5171673893928528,0.5257510542869568,0.8860222101211548,0.4184202551841736,0.19474740326404572,0.4806866943836212,0.6408261656761169
