model,resolution,category,gmacs,pct_of_total
deit3_base_patch16_224,224,head,0.0000,0.00
deit3_base_patch16_224,256,ffn_mlp,14.5521,66.13
deit3_base_patch16_224,256,attention_qkv,5.4571,24.80
deit3_base_patch16_224,256,attention_proj,1.8190,8.27
deit3_base_patch16_224,256,patch_embed,0.1510,0.69
deit3_base_patch16_224,256,norm,0.0247,0.11
deit3_base_patch16_224,256,other,0.0000,0.00
deit3_base_patch16_224,256,attention_other,0.0000,0.00
deit3_base_patch16_224,256,head,0.0000,0.00
deit3_base_patch16_224,384,ffn_mlp,32.6715,66.13
deit3_base_patch16_224,384,attention_qkv,12.2518,24.80
deit3_base_patch16_224,384,attention_proj,4.0839,8.27
deit3_base_patch16_224,384,patch_embed,0.3397,0.69
deit3_base_patch16_224,384,norm,0.0554,0.11
deit3_base_patch16_224,384,other,0.0000,0.00
deit3_base_patch16_224,384,attention_other,0.0000,0.00
deit3_base_patch16_224,384,head,0.0000,0.00
deit3_base_patch16_224,512,ffn_mlp,58.0387,66.13
deit3_base_patch16_224,512,attention_qkv,21.7645,24.80
deit3_base_patch16_224,512,attention_proj,7.2548,8.27
deit3_base_patch16_224,512,patch_embed,0.6040,0.69
deit3_base_patch16_224,512,norm,0.0984,0.11
deit3_base_patch16_224,512,other,0.0000,0.00
deit3_base_patch16_224,512,attention_other,0.0000,0.00
deit3_base_patch16_224,512,head,0.0000,0.00
deit3_base_patch16_224,768,ffn_mlp,130.5163,66.13
deit3_base_patch16_224,768,attention_qkv,48.9436,24.80
deit3_base_patch16_224,768,attention_proj,16.3145,8.27
deit3_base_patch16_224,768,patch_embed,1.3590,0.69
deit3_base_patch16_224,768,norm,0.2213,0.11
deit3_base_patch16_224,768,other,0.0000,0.00
deit3_base_patch16_224,768,attention_other,0.0000,0.00
deit3_base_patch16_224,768,head,0.0000,0.00
deit3_base_patch16_224,1024,ffn_mlp,231.9849,66.13
deit3_base_patch16_224,1024,attention_qkv,86.9943,24.80
deit3_base_patch16_224,1024,attention_proj,28.9981,8.27
deit3_base_patch16_224,1024,patch_embed,2.4159,0.69
deit3_base_patch16_224,1024,norm,0.3933,0.11
deit3_base_patch16_224,1024,other,0.0000,0.00
deit3_base_patch16_224,1024,attention_other,0.0000,0.00
deit3_base_patch16_224,1024,head,0.0000,0.00
convnext_tiny,64,ffn_mlp,0.3397,93.11
convnext_tiny,64,downsample,0.0144,3.94
convnext_tiny,64,conv,0.0086,2.35
convnext_tiny,64,patch_embed,0.0013,0.36
convnext_tiny,64,norm,0.0009,0.24
convnext_tiny,64,head,0.0000,0.00
convnext_tiny,64,other,0.0000,0.00
convnext_tiny,96,ffn_mlp,0.7644,93.11
convnext_tiny,96,downsample,0.0323,3.94
convnext_tiny,96,conv,0.0193,2.35
convnext_tiny,96,patch_embed,0.0029,0.36
convnext_tiny,96,norm,0.0020,0.24
convnext_tiny,96,head,0.0000,0.00
convnext_tiny,96,other,0.0000,0.00
convnext_tiny,128,ffn_mlp,1.3590,93.11
convnext_tiny,128,downsample,0.0575,3.94
convnext_tiny,128,conv,0.0343,2.35
convnext_tiny,128,patch_embed,0.0052,0.36
convnext_tiny,128,norm,0.0035,0.24
convnext_tiny,128,head,0.0000,0.00
convnext_tiny,128,other,0.0000,0.00
convnext_tiny,160,ffn_mlp,2.1234,93.11
convnext_tiny,160,downsample,0.0898,3.94
convnext_tiny,160,conv,0.0536,2.35
convnext_tiny,160,patch_embed,0.0081,0.36
convnext_tiny,160,norm,0.0055,0.24
convnext_tiny,160,head,0.0000,0.00
convnext_tiny,160,other,0.0000,0.00
convnext_tiny,224,ffn_mlp,4.1618,93.11
convnext_tiny,224,downsample,0.1760,3.94
convnext_tiny,224,conv,0.1051,2.35
convnext_tiny,224,patch_embed,0.0160,0.36
convnext_tiny,224,norm,0.0107,0.24
convnext_tiny,224,head,0.0000,0.00
convnext_tiny,224,other,0.0000,0.00
convnext_tiny,256,ffn_mlp,5.4358,93.11
convnext_tiny,256,downsample,0.2299,3.94
convnext_tiny,256,conv,0.1373,2.35
convnext_tiny,256,patch_embed,0.0208,0.36
convnext_tiny,256,norm,0.0140,0.24
convnext_tiny,256,head,0.0000,0.00
convnext_tiny,256,other,0.0000,0.00
convnext_tiny,384,ffn_mlp,12.2306,93.11
convnext_tiny,384,downsample,0.5173,3.94
convnext_tiny,384,conv,0.3089,2.35
convnext_tiny,384,patch_embed,0.0469,0.36
convnext_tiny,384,norm,0.0315,0.24
convnext_tiny,384,head,0.0001,0.00
convnext_tiny,384,other,0.0000,0.00
convnext_tiny,512,ffn_mlp,21.7433,93.11
convnext_tiny,512,downsample,0.9197,3.94
convnext_tiny,512,conv,0.5491,2.35
convnext_tiny,512,patch_embed,0.0834,0.36
convnext_tiny,512,norm,0.0560,0.24
convnext_tiny,512,head,0.0002,0.00
convnext_tiny,512,other,0.0000,0.00
convnext_tiny,768,ffn_mlp,48.9224,93.11
convnext_tiny,768,downsample,2.0694,3.94
convnext_tiny,768,conv,1.2355,2.35
convnext_tiny,768,patch_embed,0.1876,0.36
convnext_tiny,768,norm,0.1261,0.24
convnext_tiny,768,head,0.0004,0.00
convnext_tiny,768,other,0.0000,0.00
convnext_tiny,1024,ffn_mlp,86.9731,93.11
convnext_tiny,1024,downsample,3.6789,3.94
convnext_tiny,1024,conv,2.1965,2.35
convnext_tiny,1024,patch_embed,0.3334,0.36
convnext_tiny,1024,norm,0.2241,0.24
convnext_tiny,1024,head,0.0008,0.00
convnext_tiny,1024,other,0.0000,0.00
convnext_small,64,ffn_mlp,0.6795,95.62
convnext_small,64,downsample,0.0144,2.02
convnext_small,64,conv,0.0140,1.97
convnext_small,64,norm,0.0014,0.20
convnext_small,64,patch_embed,0.0013,0.18
convnext_small,64,head,0.0000,0.00
convnext_small,64,other,0.0000,0.00
convnext_small,96,ffn_mlp,1.5288,95.62
convnext_small,96,downsample,0.0323,2.02
convnext_small,96,conv,0.0315,1.97
convnext_small,96,norm,0.0032,0.20
convnext_small,96,patch_embed,0.0029,0.18
convnext_small,96,head,0.0000,0.00
convnext_small,96,other,0.0000,0.00
convnext_small,128,ffn_mlp,2.7179,95.62
convnext_small,128,downsample,0.0575,2.02
convnext_small,128,conv,0.0560,1.97
convnext_small,128,norm,0.0057,0.20
convnext_small,128,patch_embed,0.0052,0.18
convnext_small,128,head,0.0000,0.00
convnext_small,128,other,0.0000,0.00
convnext_small,160,ffn_mlp,4.2467,95.62
convnext_small,160,downsample,0.0898,2.02
convnext_small,160,conv,0.0875,1.97
convnext_small,160,norm,0.0089,0.20
convnext_small,160,patch_embed,0.0081,0.18
convnext_small,160,head,0.0000,0.00
convnext_small,160,other,0.0000,0.00
convnext_small,224,ffn_mlp,8.3236,95.62
convnext_small,224,downsample,0.1760,2.02
convnext_small,224,conv,0.1715,1.97
convnext_small,224,norm,0.0175,0.20
convnext_small,224,patch_embed,0.0160,0.18
convnext_small,224,head,0.0000,0.00
convnext_small,224,other,0.0000,0.00
convnext_small,256,ffn_mlp,10.8716,95.62
convnext_small,256,downsample,0.2299,2.02
convnext_small,256,conv,0.2240,1.97
convnext_small,256,norm,0.0229,0.20
convnext_small,256,patch_embed,0.0208,0.18
convnext_small,256,head,0.0000,0.00
convnext_small,256,other,0.0000,0.00
convnext_small,384,ffn_mlp,24.4612,95.62
convnext_small,384,downsample,0.5173,2.02
convnext_small,384,conv,0.5040,1.97
convnext_small,384,norm,0.0514,0.20
convnext_small,384,patch_embed,0.0469,0.18
convnext_small,384,head,0.0001,0.00
convnext_small,384,other,0.0000,0.00
convnext_small,512,ffn_mlp,43.4865,95.62
convnext_small,512,downsample,0.9197,2.02
convnext_small,512,conv,0.8959,1.97
convnext_small,512,norm,0.0914,0.20
convnext_small,512,patch_embed,0.0834,0.18
convnext_small,512,head,0.0002,0.00
convnext_small,512,other,0.0000,0.00
convnext_small,768,ffn_mlp,97.8447,95.62
convnext_small,768,downsample,2.0694,2.02
convnext_small,768,conv,2.0159,1.97
convnext_small,768,norm,0.2057,0.20
convnext_small,768,patch_embed,0.1876,0.18
convnext_small,768,head,0.0004,0.00
convnext_small,768,other,0.0000,0.00
convnext_small,1024,ffn_mlp,173.9462,95.62
convnext_small,1024,downsample,3.6789,2.02
convnext_small,1024,conv,3.5838,1.97
convnext_small,1024,norm,0.3657,0.20
convnext_small,1024,patch_embed,0.3334,0.18
convnext_small,1024,head,0.0008,0.00
convnext_small,1024,other,0.0000,0.00
convnext_base,64,ffn_mlp,1.2080,96.20
convnext_base,64,downsample,0.0255,2.03
convnext_base,64,conv,0.0187,1.49
convnext_base,64,norm,0.0019,0.15
convnext_base,64,patch_embed,0.0017,0.14
convnext_base,64,head,0.0000,0.00
convnext_base,64,other,0.0000,0.00
convnext_base,96,ffn_mlp,2.7179,96.20
convnext_base,96,downsample,0.0573,2.03
convnext_base,96,conv,0.0420,1.49
convnext_base,96,norm,0.0043,0.15
convnext_base,96,patch_embed,0.0039,0.14
convnext_base,96,head,0.0000,0.00
convnext_base,96,other,0.0000,0.00
convnext_base,128,ffn_mlp,4.8318,96.20
convnext_base,128,downsample,0.1018,2.03
convnext_base,128,conv,0.0747,1.49
convnext_base,128,norm,0.0076,0.15
convnext_base,128,patch_embed,0.0069,0.14
convnext_base,128,head,0.0000,0.00
convnext_base,128,other,0.0000,0.00
convnext_base,160,ffn_mlp,7.5497,96.20
convnext_base,160,downsample,0.1591,2.03
convnext_base,160,conv,0.1167,1.49
convnext_base,160,norm,0.0119,0.15
convnext_base,160,patch_embed,0.0109,0.14
convnext_base,160,head,0.0000,0.00
convnext_base,160,other,0.0000,0.00
convnext_base,224,ffn_mlp,14.7975,96.20
convnext_base,224,downsample,0.3118,2.03
convnext_base,224,conv,0.2287,1.49
convnext_base,224,norm,0.0233,0.15
convnext_base,224,patch_embed,0.0213,0.14
convnext_base,224,head,0.0001,0.00
convnext_base,224,other,0.0000,0.00
convnext_base,256,ffn_mlp,19.3274,96.20
convnext_base,256,downsample,0.4072,2.03
convnext_base,256,conv,0.2986,1.49
convnext_base,256,norm,0.0305,0.15
convnext_base,256,patch_embed,0.0278,0.14
convnext_base,256,head,0.0001,0.00
convnext_base,256,other,0.0000,0.00
convnext_base,384,ffn_mlp,43.4865,96.20
convnext_base,384,downsample,0.9163,2.03
convnext_base,384,conv,0.6720,1.49
convnext_base,384,norm,0.0686,0.15
convnext_base,384,patch_embed,0.0625,0.14
convnext_base,384,head,0.0001,0.00
convnext_base,384,other,0.0000,0.00
convnext_base,512,ffn_mlp,77.3094,96.20
convnext_base,512,downsample,1.6290,2.03
convnext_base,512,conv,1.1946,1.49
convnext_base,512,norm,0.1219,0.15
convnext_base,512,patch_embed,0.1111,0.14
convnext_base,512,head,0.0003,0.00
convnext_base,512,other,0.0000,0.00
convnext_base,768,ffn_mlp,173.9462,96.20
convnext_base,768,downsample,3.6652,2.03
convnext_base,768,conv,2.6878,1.49
convnext_base,768,norm,0.2743,0.15
convnext_base,768,patch_embed,0.2501,0.14
convnext_base,768,head,0.0006,0.00
convnext_base,768,other,0.0000,0.00
convnext_base,1024,ffn_mlp,309.2376,96.20
convnext_base,1024,downsample,6.5159,2.03
convnext_base,1024,conv,4.7784,1.49
convnext_base,1024,norm,0.4876,0.15
convnext_base,1024,patch_embed,0.4446,0.14
convnext_base,1024,head,0.0010,0.00
convnext_base,1024,other,0.0000,0.00
pvt_v2_b2,64,ffn_mlp,0.2285,71.71
pvt_v2_b2,64,attention_qkv,0.0321,10.09
pvt_v2_b2,64,attention_proj,0.0203,6.38
pvt_v2_b2,64,attention_other,0.0172,5.41
pvt_v2_b2,64,downsample,0.0166,5.21
pvt_v2_b2,64,patch_embed,0.0025,0.78
pvt_v2_b2,64,norm,0.0013,0.42
pvt_v2_b2,64,other,0.0000,0.00
pvt_v2_b2,64,head,0.0000,0.00
pvt_v2_b2,96,ffn_mlp,0.5141,71.71
pvt_v2_b2,96,attention_qkv,0.0723,10.09
pvt_v2_b2,96,attention_proj,0.0457,6.38
pvt_v2_b2,96,attention_other,0.0388,5.41
pvt_v2_b2,96,downsample,0.0373,5.21
pvt_v2_b2,96,patch_embed,0.0056,0.78
pvt_v2_b2,96,norm,0.0030,0.42
pvt_v2_b2,96,other,0.0000,0.00
pvt_v2_b2,96,head,0.0000,0.00
pvt_v2_b2,128,ffn_mlp,0.9139,71.71
pvt_v2_b2,128,attention_qkv,0.1286,10.09
pvt_v2_b2,128,attention_proj,0.0813,6.38
pvt_v2_b2,128,attention_other,0.0689,5.41
pvt_v2_b2,128,downsample,0.0664,5.21
pvt_v2_b2,128,patch_embed,0.0100,0.78
pvt_v2_b2,128,norm,0.0054,0.42
pvt_v2_b2,128,other,0.0000,0.00
pvt_v2_b2,128,head,0.0000,0.00
pvt_v2_b2,160,ffn_mlp,1.4280,71.71
pvt_v2_b2,160,attention_qkv,0.2009,10.09
pvt_v2_b2,160,attention_proj,0.1270,6.38
pvt_v2_b2,160,attention_other,0.1076,5.41
pvt_v2_b2,160,downsample,0.1037,5.21
pvt_v2_b2,160,patch_embed,0.0156,0.78
pvt_v2_b2,160,norm,0.0084,0.42
pvt_v2_b2,160,other,0.0000,0.00
pvt_v2_b2,160,head,0.0000,0.00
pvt_v2_b2,224,ffn_mlp,2.7988,71.71
pvt_v2_b2,224,attention_qkv,0.3938,10.09
pvt_v2_b2,224,attention_proj,0.2489,6.38
pvt_v2_b2,224,attention_other,0.2110,5.41
pvt_v2_b2,224,downsample,0.2033,5.21
pvt_v2_b2,224,patch_embed,0.0305,0.78
pvt_v2_b2,224,norm,0.0165,0.42
pvt_v2_b2,224,other,0.0000,0.00
pvt_v2_b2,224,head,0.0000,0.00
pvt_v2_b2,256,ffn_mlp,3.6556,71.71
pvt_v2_b2,256,attention_qkv,0.5143,10.09
pvt_v2_b2,256,attention_proj,0.3251,6.38
pvt_v2_b2,256,attention_other,0.2756,5.41
pvt_v2_b2,256,downsample,0.2655,5.21
pvt_v2_b2,256,patch_embed,0.0398,0.78
pvt_v2_b2,256,norm,0.0215,0.42
pvt_v2_b2,256,other,0.0000,0.00
pvt_v2_b2,256,head,0.0000,0.00
pvt_v2_b2,384,ffn_mlp,8.2251,71.71
pvt_v2_b2,384,attention_qkv,1.1572,10.09
pvt_v2_b2,384,attention_proj,0.7314,6.38
pvt_v2_b2,384,attention_other,0.6200,5.41
pvt_v2_b2,384,downsample,0.5973,5.21
pvt_v2_b2,384,patch_embed,0.0897,0.78
pvt_v2_b2,384,norm,0.0485,0.42
pvt_v2_b2,384,other,0.0000,0.00
pvt_v2_b2,384,head,0.0000,0.00
pvt_v2_b2,512,ffn_mlp,14.6224,71.71
pvt_v2_b2,512,attention_qkv,2.0573,10.09
pvt_v2_b2,512,attention_proj,1.3002,6.38
pvt_v2_b2,512,attention_other,1.1023,5.41
pvt_v2_b2,512,downsample,1.0619,5.21
pvt_v2_b2,512,patch_embed,0.1594,0.78
pvt_v2_b2,512,norm,0.0862,0.42
pvt_v2_b2,512,other,0.0000,0.00
pvt_v2_b2,512,head,0.0000,0.00
pvt_v2_b2,768,ffn_mlp,32.9004,71.71
pvt_v2_b2,768,attention_qkv,4.6289,10.09
pvt_v2_b2,768,attention_proj,2.9255,6.38
pvt_v2_b2,768,attention_other,2.4801,5.41
pvt_v2_b2,768,downsample,2.3892,5.21
pvt_v2_b2,768,patch_embed,0.3586,0.78
pvt_v2_b2,768,norm,0.1939,0.42
pvt_v2_b2,768,other,0.0000,0.00
pvt_v2_b2,768,head,0.0000,0.00
pvt_v2_b2,1024,ffn_mlp,58.4896,71.71
pvt_v2_b2,1024,attention_qkv,8.2292,10.09
pvt_v2_b2,1024,attention_proj,5.2009,6.38
pvt_v2_b2,1024,attention_other,4.4091,5.41
pvt_v2_b2,1024,downsample,4.2475,5.21
pvt_v2_b2,1024,patch_embed,0.6375,0.78
pvt_v2_b2,1024,norm,0.3447,0.42
pvt_v2_b2,1024,other,0.0000,0.00
pvt_v2_b2,1024,head,0.0000,0.00
pvt_v2_b3,64,ffn_mlp,0.3880,70.85
pvt_v2_b3,64,attention_qkv,0.0616,11.26
pvt_v2_b3,64,attention_proj,0.0400,7.30
pvt_v2_b3,64,attention_other,0.0370,6.75
pvt_v2_b3,64,downsample,0.0166,3.03
pvt_v2_b3,64,patch_embed,0.0025,0.45
pvt_v2_b3,64,norm,0.0020,0.36
pvt_v2_b3,64,other,0.0000,0.00
pvt_v2_b3,64,head,0.0000,0.00
pvt_v2_b3,96,ffn_mlp,0.8729,70.85
pvt_v2_b3,96,attention_qkv,0.1387,11.26
pvt_v2_b3,96,attention_proj,0.0899,7.30
pvt_v2_b3,96,attention_other,0.0832,6.75
pvt_v2_b3,96,downsample,0.0373,3.03
pvt_v2_b3,96,patch_embed,0.0056,0.45
pvt_v2_b3,96,norm,0.0044,0.36
pvt_v2_b3,96,other,0.0000,0.00
pvt_v2_b3,96,head,0.0000,0.00
pvt_v2_b3,128,ffn_mlp,1.5519,70.85
pvt_v2_b3,128,attention_qkv,0.2465,11.26
pvt_v2_b3,128,attention_proj,0.1599,7.30
pvt_v2_b3,128,attention_other,0.1478,6.75
pvt_v2_b3,128,downsample,0.0664,3.03
pvt_v2_b3,128,patch_embed,0.0100,0.45
pvt_v2_b3,128,norm,0.0078,0.36
pvt_v2_b3,128,other,0.0000,0.00
pvt_v2_b3,128,head,0.0000,0.00
pvt_v2_b3,160,ffn_mlp,2.4248,70.85
pvt_v2_b3,160,attention_qkv,0.3852,11.26
pvt_v2_b3,160,attention_proj,0.2499,7.30
pvt_v2_b3,160,attention_other,0.2310,6.75
pvt_v2_b3,160,downsample,0.1037,3.03
pvt_v2_b3,160,patch_embed,0.0156,0.45
pvt_v2_b3,160,norm,0.0123,0.36
pvt_v2_b3,160,other,0.0000,0.00
pvt_v2_b3,160,head,0.0000,0.00
pvt_v2_b3,224,ffn_mlp,4.7527,70.85
pvt_v2_b3,224,attention_qkv,0.7550,11.26
pvt_v2_b3,224,attention_proj,0.4897,7.30
pvt_v2_b3,224,attention_other,0.4528,6.75
pvt_v2_b3,224,downsample,0.2033,3.03
pvt_v2_b3,224,patch_embed,0.0305,0.45
pvt_v2_b3,224,norm,0.0240,0.36
pvt_v2_b3,224,other,0.0000,0.00
pvt_v2_b3,224,head,0.0000,0.00
pvt_v2_b3,256,ffn_mlp,6.2076,70.85
pvt_v2_b3,256,attention_qkv,0.9862,11.26
pvt_v2_b3,256,attention_proj,0.6396,7.30
pvt_v2_b3,256,attention_other,0.5914,6.75
pvt_v2_b3,256,downsample,0.2655,3.03
pvt_v2_b3,256,patch_embed,0.0398,0.45
pvt_v2_b3,256,norm,0.0314,0.36
pvt_v2_b3,256,other,0.0000,0.00
pvt_v2_b3,256,head,0.0000,0.00
pvt_v2_b3,384,ffn_mlp,13.9670,70.85
pvt_v2_b3,384,attention_qkv,2.2189,11.26
pvt_v2_b3,384,attention_proj,1.4392,7.30
pvt_v2_b3,384,attention_other,1.3306,6.75
pvt_v2_b3,384,downsample,0.5973,3.03
pvt_v2_b3,384,patch_embed,0.0897,0.45
pvt_v2_b3,384,norm,0.0706,0.36
pvt_v2_b3,384,other,0.0000,0.00
pvt_v2_b3,384,head,0.0000,0.00
pvt_v2_b3,512,ffn_mlp,24.8303,70.85
pvt_v2_b3,512,attention_qkv,3.9447,11.26
pvt_v2_b3,512,attention_proj,2.5585,7.30
pvt_v2_b3,512,attention_other,2.3655,6.75
pvt_v2_b3,512,downsample,1.0619,3.03
pvt_v2_b3,512,patch_embed,0.1594,0.45
pvt_v2_b3,512,norm,0.1255,0.36
pvt_v2_b3,512,other,0.0000,0.00
pvt_v2_b3,512,head,0.0000,0.00
pvt_v2_b3,768,ffn_mlp,55.8681,70.85
pvt_v2_b3,768,attention_qkv,8.8757,11.26
pvt_v2_b3,768,attention_proj,5.7567,7.30
pvt_v2_b3,768,attention_other,5.3223,6.75
pvt_v2_b3,768,downsample,2.3892,3.03
pvt_v2_b3,768,patch_embed,0.3586,0.45
pvt_v2_b3,768,norm,0.2824,0.36
pvt_v2_b3,768,other,0.0000,0.00
pvt_v2_b3,768,head,0.0000,0.00
pvt_v2_b3,1024,ffn_mlp,99.3211,70.85
pvt_v2_b3,1024,attention_qkv,15.7790,11.26
pvt_v2_b3,1024,attention_proj,10.2341,7.30
pvt_v2_b3,1024,attention_other,9.4619,6.75
pvt_v2_b3,1024,downsample,4.2475,3.03
pvt_v2_b3,1024,patch_embed,0.6375,0.45
pvt_v2_b3,1024,norm,0.5020,0.36
pvt_v2_b3,1024,other,0.0000,0.00
pvt_v2_b3,1024,head,0.0000,0.00
pvt_v2_b5,64,ffn_mlp,0.6361,68.41
pvt_v2_b5,64,attention_qkv,0.1181,12.70
pvt_v2_b5,64,attention_proj,0.0781,8.40
pvt_v2_b5,64,attention_other,0.0752,8.09
pvt_v2_b5,64,downsample,0.0166,1.78
pvt_v2_b5,64,norm,0.0033,0.35
pvt_v2_b5,64,patch_embed,0.0025,0.27
pvt_v2_b5,64,other,0.0000,0.00
pvt_v2_b5,64,head,0.0000,0.00
pvt_v2_b5,96,ffn_mlp,1.4312,68.41
pvt_v2_b5,96,attention_qkv,0.2656,12.70
pvt_v2_b5,96,attention_proj,0.1758,8.40
pvt_v2_b5,96,attention_other,0.1693,8.09
pvt_v2_b5,96,downsample,0.0373,1.78
pvt_v2_b5,96,norm,0.0073,0.35
pvt_v2_b5,96,patch_embed,0.0056,0.27
pvt_v2_b5,96,other,0.0000,0.00
pvt_v2_b5,96,head,0.0000,0.00
pvt_v2_b5,128,ffn_mlp,2.5443,68.41
pvt_v2_b5,128,attention_qkv,0.4723,12.70
pvt_v2_b5,128,attention_proj,0.3125,8.40
pvt_v2_b5,128,attention_other,0.3010,8.09
pvt_v2_b5,128,downsample,0.0664,1.78
pvt_v2_b5,128,norm,0.0130,0.35
pvt_v2_b5,128,patch_embed,0.0100,0.27
pvt_v2_b5,128,other,0.0000,0.00
pvt_v2_b5,128,head,0.0000,0.00
pvt_v2_b5,160,ffn_mlp,3.9755,68.41
pvt_v2_b5,160,attention_qkv,0.7379,12.70
pvt_v2_b5,160,attention_proj,0.4882,8.40
pvt_v2_b5,160,attention_other,0.4703,8.09
pvt_v2_b5,160,downsample,0.1037,1.78
pvt_v2_b5,160,norm,0.0203,0.35
pvt_v2_b5,160,patch_embed,0.0156,0.27
pvt_v2_b5,160,other,0.0000,0.00
pvt_v2_b5,160,head,0.0000,0.00
pvt_v2_b5,224,ffn_mlp,7.7920,68.41
pvt_v2_b5,224,attention_qkv,1.4463,12.70
pvt_v2_b5,224,attention_proj,0.9570,8.40
pvt_v2_b5,224,attention_other,0.9218,8.09
pvt_v2_b5,224,downsample,0.2033,1.78
pvt_v2_b5,224,norm,0.0398,0.35
pvt_v2_b5,224,patch_embed,0.0305,0.27
pvt_v2_b5,224,other,0.0000,0.00
pvt_v2_b5,224,head,0.0000,0.00
pvt_v2_b5,256,ffn_mlp,10.1773,68.41
pvt_v2_b5,256,attention_qkv,1.8890,12.70
pvt_v2_b5,256,attention_proj,1.2499,8.40
pvt_v2_b5,256,attention_other,1.2040,8.09
pvt_v2_b5,256,downsample,0.2655,1.78
pvt_v2_b5,256,norm,0.0520,0.35
pvt_v2_b5,256,patch_embed,0.0398,0.27
pvt_v2_b5,256,other,0.0000,0.00
pvt_v2_b5,256,head,0.0000,0.00
pvt_v2_b5,384,ffn_mlp,22.8990,68.41
pvt_v2_b5,384,attention_qkv,4.2503,12.70
pvt_v2_b5,384,attention_proj,2.8123,8.40
pvt_v2_b5,384,attention_other,2.7089,8.09
pvt_v2_b5,384,downsample,0.5973,1.78
pvt_v2_b5,384,norm,0.1170,0.35
pvt_v2_b5,384,patch_embed,0.0897,0.27
pvt_v2_b5,384,other,0.0000,0.00
pvt_v2_b5,384,head,0.0000,0.00
pvt_v2_b5,512,ffn_mlp,40.7094,68.41
pvt_v2_b5,512,attention_qkv,7.5560,12.70
pvt_v2_b5,512,attention_proj,4.9996,8.40
pvt_v2_b5,512,attention_other,4.8159,8.09
pvt_v2_b5,512,downsample,1.0619,1.78
pvt_v2_b5,512,norm,0.2081,0.35
pvt_v2_b5,512,patch_embed,0.1594,0.27
pvt_v2_b5,512,other,0.0000,0.00
pvt_v2_b5,512,head,0.0000,0.00
pvt_v2_b5,768,ffn_mlp,91.5961,68.41
pvt_v2_b5,768,attention_qkv,17.0011,12.70
pvt_v2_b5,768,attention_proj,11.2491,8.40
pvt_v2_b5,768,attention_other,10.8358,8.09
pvt_v2_b5,768,downsample,2.3892,1.78
pvt_v2_b5,768,norm,0.4682,0.35
pvt_v2_b5,768,patch_embed,0.3586,0.27
pvt_v2_b5,768,other,0.0000,0.00
pvt_v2_b5,768,head,0.0000,0.00
pvt_v2_b5,1024,ffn_mlp,162.8376,68.41
pvt_v2_b5,1024,attention_qkv,30.2242,12.70
pvt_v2_b5,1024,attention_proj,19.9984,8.40
pvt_v2_b5,1024,attention_other,19.2636,8.09
pvt_v2_b5,1024,downsample,4.2475,1.78
pvt_v2_b5,1024,norm,0.8323,0.35
pvt_v2_b5,1024,patch_embed,0.6375,0.27
pvt_v2_b5,1024,other,0.0000,0.00
pvt_v2_b5,1024,head,0.0000,0.00
resnet50d,64,conv,0.3240,91.22
resnet50d,64,downsample,0.0296,8.34
resnet50d,64,norm,0.0016,0.44
resnet50d,64,other,0.0000,0.00
resnet50d,64,head,0.0000,0.00
resnet50d,96,conv,0.7289,91.22
resnet50d,96,downsample,0.0666,8.34
resnet50d,96,norm,0.0035,0.44
resnet50d,96,other,0.0000,0.00
resnet50d,96,head,0.0000,0.00
resnet50d,128,conv,1.2959,91.22
resnet50d,128,downsample,0.1184,8.34
resnet50d,128,norm,0.0063,0.44
resnet50d,128,other,0.0000,0.00
resnet50d,128,head,0.0000,0.00
resnet50d,160,conv,2.0249,91.22
resnet50d,160,downsample,0.1850,8.34
resnet50d,160,norm,0.0098,0.44
resnet50d,160,other,0.0001,0.00
resnet50d,160,head,0.0000,0.00
resnet50d,224,conv,3.9687,91.22
resnet50d,224,downsample,0.3627,8.34
resnet50d,224,norm,0.0192,0.44
resnet50d,224,other,0.0001,0.00
resnet50d,224,head,0.0000,0.00
resnet50d,256,conv,5.1836,91.22
resnet50d,256,downsample,0.4737,8.34
resnet50d,256,norm,0.0251,0.44
resnet50d,256,other,0.0001,0.00
resnet50d,256,head,0.0000,0.00
resnet50d,384,conv,11.6632,91.22
resnet50d,384,downsample,1.0658,8.34
resnet50d,384,norm,0.0565,0.44
resnet50d,384,other,0.0003,0.00
resnet50d,384,head,0.0000,0.00
resnet50d,512,conv,20.7345,91.22
resnet50d,512,downsample,1.8948,8.34
resnet50d,512,norm,0.1004,0.44
resnet50d,512,other,0.0005,0.00
resnet50d,512,head,0.0000,0.00
resnet50d,768,conv,46.6527,91.22
resnet50d,768,downsample,4.2632,8.34
resnet50d,768,norm,0.2259,0.44
resnet50d,768,other,0.0012,0.00
resnet50d,768,head,0.0000,0.00
resnet50d,1024,conv,82.9382,91.22
resnet50d,1024,downsample,7.5791,8.34
resnet50d,1024,norm,0.4016,0.44
resnet50d,1024,other,0.0021,0.00
resnet50d,1024,head,0.0000,0.00
resnet101d,64,conv,0.6270,95.14
resnet101d,64,downsample,0.0296,4.49
resnet101d,64,norm,0.0024,0.36
resnet101d,64,other,0.0000,0.00
resnet101d,64,head,0.0000,0.00
resnet101d,96,conv,1.4108,95.14
resnet101d,96,downsample,0.0666,4.49
resnet101d,96,norm,0.0054,0.36
resnet101d,96,other,0.0000,0.00
resnet101d,96,head,0.0000,0.00
resnet101d,128,conv,2.5081,95.14
resnet101d,128,downsample,0.1184,4.49
resnet101d,128,norm,0.0096,0.36
resnet101d,128,other,0.0000,0.00
